percentage,sd,prov_identifier,label
48.25680863,3.526725058,prov1,NA POPUTR McKown et al. 2013
49.56541881,5.600697148,prov24,NA POPUTR McKown et al. 2013
49.56541881,5.600697148,prov24,NA POPUTR McKown et al. 2013
49.63278737,5.348975063,prov2,NA BETUPA Hawkins & Dhar 2012
49.63278737,5.348975063,prov2,NA BETUPA Hawkins & Dhar 2012
50.0891817,5.222778195,prov8,NG PSEUME Lavadinovic etal 2013
50.0891817,5.222778195,prov8,NG PSEUME Lavadinovic etal 2013
50.48480849,5.129797016,prov19,NG PICEEN Rehfeldt 1994
50.48480849,5.129797016,prov19,NG PICEEN Rehfeldt 1994
50.48734527,4.693377679,prov3,NG PSEUME White et al. 1979
50.48734527,4.693377679,prov3,NG PSEUME White et al. 1979
50.52738692,4.081319998,prov20,NG PSEUME Lavadinovic etal 2018
50.52738692,4.081319998,prov20,NG PSEUME Lavadinovic etal 2018
50.91712993,4.891629301,prov86,NG PICEEN Rehfeldt 1994
50.91712993,4.891629301,prov86,NG PICEEN Rehfeldt 1994
51.0114093,5.149378612,prov18,NG PICEEN Rehfeldt 1994
51.0114093,5.149378612,prov18,NG PICEEN Rehfeldt 1994
51.15776703,4.851179738,prov53,NG PICEEN Rehfeldt 1994
51.15776703,4.851179738,prov53,NG PICEEN Rehfeldt 1994
51.20640799,2.814810924,prov45,NA ALNURU Hamann et al. 1998
51.20640799,2.814810924,prov45,NA ALNURU Hamann et al. 1998
51.21143943,4.295505839,prov81,NA POPUTR McKown et al. 2013
51.21143943,4.295505839,prov81,NA POPUTR McKown et al. 2013
51.25306424,5.411173069,prov5,NA BETUPA Hawkins & Dhar 2012
51.25306424,5.411173069,prov5,NA BETUPA Hawkins & Dhar 2012
51.30521246,4.752835347,prov47,NA ALNURU Hamann et al. 1998
51.30521246,4.752835347,prov47,NA ALNURU Hamann et al. 1998
51.49872845,4.846402971,prov96,NA POPUTR McKown et al. 2013
51.49872845,4.846402971,prov96,NA POPUTR McKown et al. 2013
51.81417177,4.160750713,prov15,NG PICESI Mimura & Aitken 2007
51.81417177,4.160750713,prov15,NG PICESI Mimura & Aitken 2007
51.8432965,4.739740373,prov43,NA POPUTR McKown et al. 2013
51.8432965,4.739740373,prov43,NA POPUTR McKown et al. 2013
51.93922736,5.628964992,prov5,NG PSEUME Lavadinovic etal 2013
51.93922736,5.628964992,prov5,NG PSEUME Lavadinovic etal 2013
52.1627489,4.030292391,prov24,NA ALNURU Hamann et al. 1998
52.1627489,4.030292391,prov24,NA ALNURU Hamann et al. 1998
53.00288361,6.312143766,prov66,NA POPUTR McKown et al. 2013
53.00288361,6.312143766,prov66,NA POPUTR McKown et al. 2013
53.07371258,5.486133567,prov7,NA BETUPA Hawkins & Dhar 2012
53.07371258,5.486133567,prov7,NA BETUPA Hawkins & Dhar 2012
53.10332389,5.151612111,prov84,NG PICEEN Rehfeldt 1994
53.10332389,5.151612111,prov84,NG PICEEN Rehfeldt 1994
53.29050304,3.570502424,prov6,NG PICESI Mimura & Aitken 2007
53.29050304,3.570502424,prov6,NG PICESI Mimura & Aitken 2007
53.54902651,4.441943434,prov4,NG PINUPO Dixit et al 2020
53.54902651,4.441943434,prov4,NG PINUPO Dixit et al 2020
53.63781449,5.595018387,prov4,NG PSEUME Lavadinovic etal 2013
53.63781449,5.595018387,prov4,NG PSEUME Lavadinovic etal 2013
53.85259556,2.879947462,prov36,NA ALNURU Hamann et al. 1998
53.85259556,2.879947462,prov36,NA ALNURU Hamann et al. 1998
54.31304022,4.685933584,prov27,NA POPUTR McKown et al. 2013
54.31304022,4.685933584,prov27,NA POPUTR McKown et al. 2013
54.59351549,2.799028654,prov11,NG TSUGHE Kuser 1980
54.59351549,2.799028654,prov11,NG TSUGHE Kuser 1980
54.60079351,4.190648249,prov15,NG TSUGHE Kuser 1980
54.60079351,4.190648249,prov15,NG TSUGHE Kuser 1980
54.69559517,4.874249088,prov15,NA BETUPA Hawkins & Dhar 2012
54.69559517,4.874249088,prov15,NA BETUPA Hawkins & Dhar 2012
54.77593826,4.495446494,prov3,NG PSEUME Lavadinovic etal 2018
54.77593826,4.495446494,prov3,NG PSEUME Lavadinovic etal 2018
54.78840664,2.674182474,prov7,NG PICESI Mimura & Aitken 2007
54.78840664,2.674182474,prov7,NG PICESI Mimura & Aitken 2007
54.82384418,4.563374449,prov25,NA ALNURU Hamann et al. 1998
54.82384418,4.563374449,prov25,NA ALNURU Hamann et al. 1998
54.92592654,5.3215009,prov7,NG PSEUME Lavadinovic etal 2013
54.92592654,5.3215009,prov7,NG PSEUME Lavadinovic etal 2013
54.92749345,2.668835358,prov2,NG PICESI Mimura & Aitken 2007
54.92749345,2.668835358,prov2,NG PICESI Mimura & Aitken 2007
55.61707523,4.474732002,prov80,NA POPUTR McKown et al. 2013
55.61707523,4.474732002,prov80,NA POPUTR McKown et al. 2013
55.79755246,4.934672883,prov58,NA POPUTR McKown et al. 2013
55.79755246,4.934672883,prov58,NA POPUTR McKown et al. 2013
56.04435279,2.98863668,prov12,NG PSEUME Lavadinovic etal 2018
56.04435279,2.98863668,prov12,NG PSEUME Lavadinovic etal 2018
56.13821718,4.25823485,prov13,NA ALNURU Hamann et al. 1998
56.13821718,4.25823485,prov13,NA ALNURU Hamann et al. 1998
56.29067858,4.557265556,prov40,NA POPUTR McKown et al. 2013
56.29067858,4.557265556,prov40,NA POPUTR McKown et al. 2013
56.35249433,3.986861104,prov7,NG PSEUME White et al. 1979
56.35249433,3.986861104,prov7,NG PSEUME White et al. 1979
56.77013132,4.66860321,prov41,NA POPUTR McKown et al. 2013
56.77013132,4.66860321,prov41,NA POPUTR McKown et al. 2013
56.77734661,4.88784212,prov46,NA POPUTR McKown et al. 2013
56.77734661,4.88784212,prov46,NA POPUTR McKown et al. 2013
56.80189062,2.727888512,prov42,NA ALNURU Hamann et al. 1998
56.80189062,2.727888512,prov42,NA ALNURU Hamann et al. 1998
57.00215955,3.79757269,prov52,NA POPUTR McKown et al. 2013
57.00215955,3.79757269,prov52,NA POPUTR McKown et al. 2013
57.4253314,5.695969318,prov23,EA FAGUSY Gömöry & Paule 2011
57.4253314,5.695969318,prov23,EA FAGUSY Gömöry & Paule 2011
57.49110352,4.427190872,prov79,NA POPUTR McKown et al. 2013
57.49110352,4.427190872,prov79,NA POPUTR McKown et al. 2013
57.70209641,5.476803495,prov12,NG PSEUME Lavadinovic etal 2013
57.70209641,5.476803495,prov12,NG PSEUME Lavadinovic etal 2013
57.82963869,4.794268696,prov2,NG PINUAL Bower and Aitken 2008
57.82963869,4.794268696,prov2,NG PINUAL Bower and Aitken 2008
58.37815274,2.761534331,prov38,NA ALNURU Hamann et al. 1998
58.37815274,2.761534331,prov38,NA ALNURU Hamann et al. 1998
58.50545776,6.278308578,prov67,NA POPUTR McKown et al. 2013
58.50545776,6.278308578,prov67,NA POPUTR McKown et al. 2013
58.51441578,5.091243857,prov6,NG PINUPO Dixit et al 2020
58.51441578,5.091243857,prov6,NG PINUPO Dixit et al 2020
58.64293418,4.314844764,prov40,NA ALNURU Hamann et al. 1998
58.64293418,4.314844764,prov40,NA ALNURU Hamann et al. 1998
58.66583114,5.179071656,prov69,NA POPUTR McKown et al. 2013
58.66583114,5.179071656,prov69,NA POPUTR McKown et al. 2013
58.71254853,4.041222934,prov9,NG PSEUME Lavadinovic etal 2018
58.71254853,4.041222934,prov9,NG PSEUME Lavadinovic etal 2018
58.92292244,4.93106193,prov54,NA ALNURU Hamann et al. 1998
58.92292244,4.93106193,prov54,NA ALNURU Hamann et al. 1998
58.92300544,3.656574895,prov2,NG TSUGHE Kuser 1980
58.92300544,3.656574895,prov2,NG TSUGHE Kuser 1980
59.01248318,4.161476439,prov26,NA ALNURU Hamann et al. 1998
59.01248318,4.161476439,prov26,NA ALNURU Hamann et al. 1998
59.22777984,3.34511659,prov50,NA ALNURU Hamann et al. 1998
59.22777984,3.34511659,prov50,NA ALNURU Hamann et al. 1998
59.23603742,2.985603469,prov1,NG PICESI Mimura & Aitken 2007
59.23603742,2.985603469,prov1,NG PICESI Mimura & Aitken 2007
59.3993587,3.165158184,prov10,NA ALNURU Cannell et al. 1987
59.3993587,3.165158184,prov10,NA ALNURU Cannell et al. 1987
59.53162693,3.966140749,prov11,NA ALNURU Hamann et al. 1998
59.53162693,3.966140749,prov11,NA ALNURU Hamann et al. 1998
59.70199586,5.560044189,prov14,NG PSEUME Lavadinovic etal 2013
59.70199586,5.560044189,prov14,NG PSEUME Lavadinovic etal 2013
59.91747601,4.670359399,prov10,NG PSEUME Lavadinovic etal 2018
59.91747601,4.670359399,prov10,NG PSEUME Lavadinovic etal 2018
60.20404478,3.986861104,prov1,NG TSUGHE Hannerz et al. 1999
60.20404478,3.986861104,prov1,NG TSUGHE Hannerz et al. 1999
60.22338284,3.246974806,prov8,NG PICESI Mimura & Aitken 2007
60.22338284,3.246974806,prov8,NG PICESI Mimura & Aitken 2007
60.23111603,2.864194697,prov1,NG TSUGHE Kuser 1980
60.23111603,2.864194697,prov1,NG TSUGHE Kuser 1980
60.29033791,3.899026433,prov28,NA ALNURU Hamann et al. 1998
60.29033791,3.899026433,prov28,NA ALNURU Hamann et al. 1998
60.46739802,3.589143699,prov6,EA FRAXEX Rosique-Esplugas 2021
60.46739802,3.589143699,prov6,EA FRAXEX Rosique-Esplugas 2021
60.4886819,4.204433725,prov51,NA ALNURU Hamann et al. 1998
60.4886819,4.204433725,prov51,NA ALNURU Hamann et al. 1998
60.51747948,4.023693969,prov8,NG TSUGHE Kuser 1980
60.51747948,4.023693969,prov8,NG TSUGHE Kuser 1980
60.66983068,2.455241578,prov33,NA ALNURU Hamann et al. 1998
60.66983068,2.455241578,prov33,NA ALNURU Hamann et al. 1998
60.87271011,3.989587896,prov23,NA ALNURU Hamann et al. 1998
60.87271011,3.989587896,prov23,NA ALNURU Hamann et al. 1998
61.17385533,4.232762395,prov6,NG TSUGHE Kuser 1980
61.17385533,4.232762395,prov6,NG TSUGHE Kuser 1980
61.20060312,4.356095553,prov7,NG PSEUME Lavadinovic etal 2018
61.20060312,4.356095553,prov7,NG PSEUME Lavadinovic etal 2018
61.24413165,5.053419063,prov19,EA FAGUSY Gömöry & Paule 2011
61.24413165,5.053419063,prov19,EA FAGUSY Gömöry & Paule 2011
61.31205554,2.757045898,prov4,NG TSUGHE Hannerz et al. 1999
61.31205554,2.757045898,prov4,NG TSUGHE Hannerz et al. 1999
61.7104894,4.190648249,prov9,NG PSEUME White et al. 1979
61.7104894,4.190648249,prov9,NG PSEUME White et al. 1979
61.82099579,4.998389855,prov74,NA POPUTR McKown et al. 2013
61.82099579,4.998389855,prov74,NA POPUTR McKown et al. 2013
62.04402811,4.304587174,prov5,NG PINUPO Dixit et al 2020
62.04402811,4.304587174,prov5,NG PINUPO Dixit et al 2020
62.0716534,5.581116791,prov3,NG PSEUME Lavadinovic etal 2013
62.0716534,5.581116791,prov3,NG PSEUME Lavadinovic etal 2013
62.12326357,5.521446913,prov1,EG PICEAB Sogaard et al. 2008
62.12326357,5.521446913,prov1,EG PICEAB Sogaard et al. 2008
62.13771766,4.394370234,prov17,NA ALNURU Hamann et al. 1998
62.13771766,4.394370234,prov17,NA ALNURU Hamann et al. 1998
62.29308272,4.422876366,prov9,NA POPUTR McKown et al. 2013
62.29308272,4.422876366,prov9,NA POPUTR McKown et al. 2013
62.60908911,5.181262198,prov5,NG PSEUME Lavadinovic etal 2018
62.60908911,5.181262198,prov5,NG PSEUME Lavadinovic etal 2018
62.6847795,5.221232196,prov25,EA FAGUSY Gömöry & Paule 2011
62.6847795,5.221232196,prov25,EA FAGUSY Gömöry & Paule 2011
62.9125696,4.777982279,prov70,NA POPUTR McKown et al. 2013
62.9125696,4.777982279,prov70,NA POPUTR McKown et al. 2013
63.47072777,3.69622524,prov11,EA FAGUSY Gömöry & Paule 2011
63.47072777,3.69622524,prov11,EA FAGUSY Gömöry & Paule 2011
63.51363966,4.568723149,prov71,NA POPUTR McKown et al. 2013
63.51363966,4.568723149,prov71,NA POPUTR McKown et al. 2013
63.80260363,4.278683638,prov52,NA ALNURU Hamann et al. 1998
63.80260363,4.278683638,prov52,NA ALNURU Hamann et al. 1998
63.89451079,3.951880081,prov94,NA POPUTR McKown et al. 2013
63.89451079,3.951880081,prov94,NA POPUTR McKown et al. 2013
63.90112353,3.825052505,prov55,NA POPUTR McKown et al. 2013
63.90112353,3.825052505,prov55,NA POPUTR McKown et al. 2013
64.00548827,4.789035245,prov15,NG PINUPO Dixit et al 2020
64.00548827,4.789035245,prov15,NG PINUPO Dixit et al 2020
64.10200451,5.074412516,prov13,NG PSEUME Lavadinovic etal 2013
64.10200451,5.074412516,prov13,NG PSEUME Lavadinovic etal 2013
64.21987648,4.490775047,prov8,NG PINUPO Dixit et al 2020
64.21987648,4.490775047,prov8,NG PINUPO Dixit et al 2020
64.34526684,3.763052726,prov8,NA ALNURU Hamann et al. 1998
64.34526684,3.763052726,prov8,NA ALNURU Hamann et al. 1998
64.36169443,5.052823323,prov3,EG PICEAB Sogaard et al. 2008
64.36169443,5.052823323,prov3,EG PICEAB Sogaard et al. 2008
64.42223802,2.540163826,prov35,NA ALNURU Hamann et al. 1998
64.42223802,2.540163826,prov35,NA ALNURU Hamann et al. 1998
64.60384798,4.269304449,prov2,NG PSEUME Lavadinovic etal 2018
64.60384798,4.269304449,prov6,NG PSEUME Lavadinovic etal 2018
64.60384798,4.269304449,prov2,NG PSEUME Lavadinovic etal 2018
64.60384798,4.269304449,prov6,NG PSEUME Lavadinovic etal 2018
64.67464672,8.247901781,prov1,NA POPUBA Farmer 1993
64.67464672,8.247901781,prov1,NA POPUBA Farmer 1993
64.67696828,4.653139575,prov44,NA POPUTR McKown et al. 2013
64.67696828,4.653139575,prov44,NA POPUTR McKown et al. 2013
64.82011325,3.942169684,prov73,NA POPUTR McKown et al. 2013
64.82011325,3.942169684,prov73,NA POPUTR McKown et al. 2013
64.94131395,4.514262783,prov72,NA POPUTR McKown et al. 2013
64.94131395,4.514262783,prov72,NA POPUTR McKown et al. 2013
65.0919475,3.583102566,prov8,NA POPUTR McKown et al. 2013
65.0919475,3.583102566,prov8,NA POPUTR McKown et al. 2013
65.14815501,4.84173401,prov2,NA POPUTR McKown et al. 2013
65.14815501,4.84173401,prov2,NA POPUTR McKown et al. 2013
65.44568067,3.537335589,prov7,EA FRAXEX Rosique-Esplugas 2021
65.44568067,3.537335589,prov7,EA FRAXEX Rosique-Esplugas 2021
65.44947902,3.763528447,prov3,NA ALNURU Cannell et al. 1987
65.44947902,3.763528447,prov3,NA ALNURU Cannell et al. 1987
65.50363993,3.703960309,prov63,NA POPUTR McKown et al. 2013
65.50363993,3.703960309,prov63,NA POPUTR McKown et al. 2013
65.62856034,3.740576814,prov8,NA ALNURU Cannell et al. 1987
65.62856034,3.740576814,prov8,NA ALNURU Cannell et al. 1987
65.83697338,3.72088287,prov13,NG PSEUME Lavadinovic etal 2018
65.83697338,3.72088287,prov13,NG PSEUME Lavadinovic etal 2018
65.90066828,4.981289129,prov47,NA POPUTR McKown et al. 2013
65.90066828,4.981289129,prov47,NA POPUTR McKown et al. 2013
65.9629505,5.037252544,prov6,EA FAGUSY Petkova et al 2017
65.97372025,4.755951527,prov1,NA ALNURU Cannell et al. 1987
65.97372025,4.755951527,prov1,NA ALNURU Cannell et al. 1987
66.17380999,3.460839031,prov17,EA FRAXEX Rosique-Esplugas 2021
66.17380999,3.460839031,prov17,EA FRAXEX Rosique-Esplugas 2021
66.20668993,9.733365013,prov5,NG PICEMA Guo et al 2021
66.20668993,9.733365013,prov5,NG PICEMA Guo et al 2021
66.22940885,3.936051916,prov29,NA ALNURU Hamann et al. 1998
66.22940885,3.936051916,prov29,NA ALNURU Hamann et al. 1998
66.37798337,4.098250187,prov4,NG TSUGHE Kuser 1980
66.37798337,4.098250187,prov4,NG TSUGHE Kuser 1980
66.44241858,3.45272412,prov1,EA FRAXEX Rosique-Esplugas 2021
66.44241858,3.45272412,prov1,EA FRAXEX Rosique-Esplugas 2021
66.60102777,3.806867906,prov1,EA FAGUSY Gömöry & Paule 2011
66.60102777,3.806867906,prov1,EA FAGUSY Gömöry & Paule 2011
66.64868298,5.467307445,prov1,NG PSEUME Lavadinovic etal 2013
66.64868298,5.467307445,prov1,NG PSEUME Lavadinovic etal 2013
67.08439293,3.448765165,prov16,EA FRAXEX Rosique-Esplugas 2021
67.08439293,3.448765165,prov16,EA FRAXEX Rosique-Esplugas 2021
67.20721849,4.549823694,prov18,NA POPUTR McKown et al. 2013
67.20721849,4.549823694,prov18,NA POPUTR McKown et al. 2013
67.66857962,3.599737365,prov24,EA FRAXEX Rosique-Esplugas 2021
67.66857962,3.599737365,prov24,EA FRAXEX Rosique-Esplugas 2021
67.74911813,5.344873385,prov2,EA FAGUSY Petkova et al 2017
67.88715615,3.92423368,prov9,NA ALNURU Cannell et al. 1987
67.88715615,3.92423368,prov9,NA ALNURU Cannell et al. 1987
67.99361668,5.014361779,prov48,NA POPUTR McKown et al. 2013
67.99361668,5.014361779,prov48,NA POPUTR McKown et al. 2013
68.06489261,5.016175194,prov11,NG PSEUME Lavadinovic etal 2013
68.06489261,5.016175194,prov11,NG PSEUME Lavadinovic etal 2013
68.20406483,5.470548352,prov10,NG PSEUME Lavadinovic etal 2013
68.20406483,5.470548352,prov10,NG PSEUME Lavadinovic etal 2013
68.29433947,3.518577883,prov6,NA ALNURU Cannell et al. 1987
68.29433947,3.518577883,prov6,NA ALNURU Cannell et al. 1987
68.2990355,3.537278182,prov6,NA ALNURU Hamann et al. 1998
68.2990355,3.537278182,prov6,NA ALNURU Hamann et al. 1998
68.40850453,4.706415119,prov19,NG PSEUME Lavadinovic etal 2018
68.40850453,4.706415119,prov19,NG PSEUME Lavadinovic etal 2018
68.54339984,4.94793721,prov61,NA POPUTR McKown et al. 2013
68.54339984,4.94793721,prov61,NA POPUTR McKown et al. 2013
68.71324629,5.092047805,prov28,EA FAGUSY Gömöry & Paule 2011
68.71324629,5.092047805,prov28,EA FAGUSY Gömöry & Paule 2011
68.82012648,4.904377247,prov4,NG PSEUME Lavadinovic etal 2018
68.82012648,4.904377247,prov4,NG PSEUME Lavadinovic etal 2018
69.06007584,4.591622016,prov26,EA FAGUSY Gömöry & Paule 2011
69.06007584,4.591622016,prov26,EA FAGUSY Gömöry & Paule 2011
69.12611723,4.405279778,prov21,NG PINUPO Dixit et al 2020
69.12611723,4.405279778,prov21,NG PINUPO Dixit et al 2020
69.24442364,4.180173592,prov59,NG PICEEN Rehfeldt 1994
69.24442364,4.180173592,prov59,NG PICEEN Rehfeldt 1994
69.39382178,3.796006488,prov4,EA QUEPET Alberto et al 2011 Garden V
69.61987566,3.983047086,prov4,EA FAGUSY Gömöry & Paule 2011
69.61987566,3.983047086,prov4,EA FAGUSY Gömöry & Paule 2011
69.65635768,3.160845616,prov2,NA ALNURU Hamann et al. 1998
69.65635768,3.160845616,prov2,NA ALNURU Hamann et al. 1998
69.66396664,4.591097705,prov39,NA ALNURU Hamann et al. 1998
69.66396664,4.591097705,prov39,NA ALNURU Hamann et al. 1998
69.88848674,4.47251375,prov12,NG PINUPO Dixit et al 2020
69.88848674,4.47251375,prov12,NG PINUPO Dixit et al 2020
70.0759778,3.514495249,prov41,EA FRAXEX Rosique-Esplugas 2021
70.0759778,3.514495249,prov41,EA FRAXEX Rosique-Esplugas 2021
70.08482027,5.580729913,prov24,EA FAGUSY Gömöry & Paule 2011
70.08482027,5.580729913,prov24,EA FAGUSY Gömöry & Paule 2011
70.15238723,4.015948609,prov42,NA POPUTR McKown et al. 2013
70.15238723,4.015948609,prov42,NA POPUTR McKown et al. 2013
70.18809103,4.822001716,prov16,NA POPUTR McKown et al. 2013
70.18809103,4.822001716,prov16,NA POPUTR McKown et al. 2013
70.39565681,4.197103279,prov2,EA FAGUSY Gömöry & Paule 2011
70.39565681,4.197103279,prov2,EA FAGUSY Gömöry & Paule 2011
70.40538812,9.330276569,prov3,NA POPUBA Farmer 1993
70.40538812,9.330276569,prov3,NA POPUBA Farmer 1993
70.44790514,5.017037835,prov18,EA FAGUSY Gömöry & Paule 2011
70.44790514,5.017037835,prov18,EA FAGUSY Gömöry & Paule 2011
70.62724162,3.491334178,prov7,NA POPUTR McKown et al. 2013
70.62724162,3.491334178,prov7,NA POPUTR McKown et al. 2013
70.65427068,4.078381323,prov3,EA FAGUSY Gömöry & Paule 2011
70.65427068,4.078381323,prov3,EA FAGUSY Gömöry & Paule 2011
70.9514221,3.752655248,prov1,NG PSEUME Lavadinovic etal 2018
70.9514221,3.752655248,prov1,NG PSEUME Lavadinovic etal 2018
71.26474085,3.596503434,prov40,EA FRAXEX Rosique-Esplugas 2021
71.26474085,3.596503434,prov40,EA FRAXEX Rosique-Esplugas 2021
71.33766334,4.919051403,prov49,NA POPUTR McKown et al. 2013
71.33766334,4.919051403,prov49,NA POPUTR McKown et al. 2013
71.36291597,3.875185583,prov14,NA ALNURU Hamann et al. 1998
71.36291597,3.875185583,prov14,NA ALNURU Hamann et al. 1998
71.65867912,5.364054797,prov3,EA FAGUSY Petkova et al 2017
71.80103456,3.216097278,prov42,EA FRAXEX Rosique-Esplugas 2021
71.80103456,3.216097278,prov42,EA FRAXEX Rosique-Esplugas 2021
71.83797539,4.435707959,prov85,NA POPUTR McKown et al. 2013
71.83797539,4.435707959,prov85,NA POPUTR McKown et al. 2013
71.88853268,5.033012251,prov60,NA POPUTR McKown et al. 2013
71.88853268,5.033012251,prov60,NA POPUTR McKown et al. 2013
71.95985849,4.27785376,prov11,NG PINUPO Dixit et al 2020
71.95985849,4.27785376,prov11,NG PINUPO Dixit et al 2020
72.01535804,4.232881665,prov7,NA ALNURU Cannell et al. 1987
72.01535804,4.232881665,prov7,NA ALNURU Cannell et al. 1987
72.06973601,4.395908588,prov75,NA POPUTR McKown et al. 2013
72.06973601,4.395908588,prov75,NA POPUTR McKown et al. 2013
72.11790745,3.300772989,prov10,NG TSUGHE Kuser 1980
72.11790745,3.300772989,prov10,NG TSUGHE Kuser 1980
72.29862129,3.344039428,prov14,EA FRAXEX Rosique-Esplugas 2021
72.29862129,3.344039428,prov14,EA FRAXEX Rosique-Esplugas 2021
72.50879024,4.361827243,prov17,NG PSEUME Lavadinovic etal 2018
72.50879024,4.361827243,prov17,NG PSEUME Lavadinovic etal 2018
72.73549566,4.791189576,prov22,NA POPUTR McKown et al. 2013
72.73549566,4.791189576,prov22,NA POPUTR McKown et al. 2013
72.75731672,3.437058726,prov5,EA FRAXEX Rosique-Esplugas 2021
72.75731672,3.437058726,prov5,EA FRAXEX Rosique-Esplugas 2021
72.86296699,3.148600069,prov12,NA ALNURU Hamann et al. 1998
72.86296699,3.148600069,prov12,NA ALNURU Hamann et al. 1998
73.23611779,2.98126526,prov34,NA ALNURU Hamann et al. 1998
73.23611779,2.98126526,prov34,NA ALNURU Hamann et al. 1998
73.28568522,3.330470792,prov2,EA FRAXEX Rosique-Esplugas 2021
73.28568522,3.330470792,prov2,EA FRAXEX Rosique-Esplugas 2021
73.33178576,3.796006488,prov4,EA QUEPET Alberto et al 2011 Garden U
73.36919203,3.264862298,prov8,EA FRAXEX Rosique-Esplugas 2021
73.36919203,3.264862298,prov8,EA FRAXEX Rosique-Esplugas 2021
73.46131915,3.784010332,prov54,NA POPUTR McKown et al. 2013
73.46131915,3.784010332,prov54,NA POPUTR McKown et al. 2013
73.48954277,5.167157394,prov2,NG PSEUME Lavadinovic etal 2013
73.48954277,5.167157394,prov2,NG PSEUME Lavadinovic etal 2013
73.63101379,2.854006008,prov51,NA POPUTR McKown et al. 2013
73.63101379,2.854006008,prov51,NA POPUTR McKown et al. 2013
73.94414161,5.802773187,prov4,EG PICEAB Sogaard et al. 2008
73.94414161,5.802773187,prov4,EG PICEAB Sogaard et al. 2008
74.29706993,4.924997067,prov10,EA FAGUSY Gömöry & Paule 2011
74.29706993,4.924997067,prov10,EA FAGUSY Gömöry & Paule 2011
74.4819103,3.762294665,prov30,NA ALNURU Hamann et al. 1998
74.4819103,3.762294665,prov31,NA ALNURU Hamann et al. 1998
74.4819103,3.762294665,prov30,NA ALNURU Hamann et al. 1998
74.4819103,3.762294665,prov31,NA ALNURU Hamann et al. 1998
74.60099762,4.474286876,prov7,EA FAGUSY Gömöry & Paule 2011
74.60099762,4.474286876,prov7,EA FAGUSY Gömöry & Paule 2011
74.72399523,2.891683834,prov9,NA ALNURU Hamann et al. 1998
74.72399523,2.891683834,prov9,NA ALNURU Hamann et al. 1998
74.76811077,3.053470786,prov9,NG TSUGHE Kuser 1980
74.76811077,3.053470786,prov9,NG TSUGHE Kuser 1980
74.81647128,3.201696625,prov7,NG TSUGHE Kuser 1980
74.81647128,3.201696625,prov7,NG TSUGHE Kuser 1980
74.94465244,3.696448042,prov5,NA ALNURU Hamann et al. 1998
74.94465244,3.696448042,prov5,NA ALNURU Hamann et al. 1998
75.01851343,4.378702717,prov12,EA FAGUSY Gömöry & Paule 2011
75.01851343,4.378702717,prov12,EA FAGUSY Gömöry & Paule 2011
75.01899745,5.207113885,prov31,EA FAGUSY Gömöry & Paule 2011
75.01899745,5.207113885,prov31,EA FAGUSY Gömöry & Paule 2011
75.05733411,4.744790866,prov17,NA POPUTR McKown et al. 2013
75.05733411,4.744790866,prov17,NA POPUTR McKown et al. 2013
75.12573671,3.408488249,prov18,EA FRAXEX Rosique-Esplugas 2021
75.12573671,3.408488249,prov18,EA FRAXEX Rosique-Esplugas 2021
75.14416067,3.988606891,prov20,NA ALNURU Hamann et al. 1998
75.14416067,3.988606891,prov20,NA ALNURU Hamann et al. 1998
75.1705983,3.367336533,prov3,EA FRAXEX Rosique-Esplugas 2021
75.1705983,3.367336533,prov3,EA FRAXEX Rosique-Esplugas 2021
75.17876899,4.130512334,prov14,NG PSEUME Lavadinovic etal 2018
75.17876899,4.130512334,prov14,NG PSEUME Lavadinovic etal 2018
75.39536538,4.316809179,prov8,NG PSEUME Lavadinovic etal 2018
75.39536538,4.316809179,prov8,NG PSEUME Lavadinovic etal 2018
75.45059828,2.79870523,prov5,NG TSUGHE Kuser 1980
75.45059828,2.79870523,prov5,NG TSUGHE Kuser 1980
75.5032705,5.329254003,prov7,EA FAGUSY Petkova et al 2017
75.73957619,4.313658308,prov21,NA ALNURU Hamann et al. 1998
75.73957619,4.313658308,prov21,NA ALNURU Hamann et al. 1998
76.07809648,3.905249162,prov11,NG PSEUME White et al. 1979
76.07809648,3.905249162,prov11,NG PSEUME White et al. 1979
76.18490714,3.795383575,prov45,NA POPUTR McKown et al. 2013
76.18490714,3.795383575,prov45,NA POPUTR McKown et al. 2013
76.23376397,4.737223293,prov9,EA FAGUSY Gömöry & Paule 2011
76.23376397,4.737223293,prov9,EA FAGUSY Gömöry & Paule 2011
76.60728364,4.391163829,prov76,NA POPUTR McKown et al. 2013
76.60728364,4.391163829,prov76,NA POPUTR McKown et al. 2013
76.68777652,3.724074778,prov33,EA FRAXEX Rosique-Esplugas 2021
76.68777652,3.724074778,prov33,EA FRAXEX Rosique-Esplugas 2021
77.08870391,4.648700437,prov3,NA POPUTR McKown et al. 2013
77.08870391,4.648700437,prov3,NA POPUTR McKown et al. 2013
77.24544887,3.726824374,prov56,NA POPUTR McKown et al. 2013
77.24544887,3.726824374,prov56,NA POPUTR McKown et al. 2013
77.42088042,3.957385187,prov12,NA POPUTR McKown et al. 2013
77.42088042,3.957385187,prov12,NA POPUTR McKown et al. 2013
77.63342386,4.390166694,prov18,NG PSEUME Lavadinovic etal 2018
77.63342386,4.390166694,prov18,NG PSEUME Lavadinovic etal 2018
77.74861653,3.797586905,prov34,EA FRAXEX Rosique-Esplugas 2021
